m	0.43	0.47
a	0.47	0.52
p	0.52	0.55
a	0.55	0.60
p	0.60	0.62
a	0.62	0.68
k	0.68	0.70
i	0.70	0.75
n	0.75	0.78
a	0.78	0.84
b	0.84	0.87
a	0.87	0.92
n	0.92	0.96
g	0.96	0.98
a	0.98	1.04
n	1.04	1.07
ma	0.43	0.52
ap	0.47	0.55
pa	0.52	0.60
ap	0.55	0.62
pa	0.60	0.68
ak	0.62	0.70
ki	0.68	0.75
in	0.70	0.78
na	0.75	0.84
ab	0.78	0.87
ba	0.84	0.92
an	0.87	0.96
ng	0.92	0.98
ga	0.96	1.04
an	0.98	1.07
ang	0.87	0.98
nga	0.92	1.04
