p	0.00	0.07
a	0.07	0.22
n	0.22	0.33
g	0.33	0.41
u	0.41	0.52
n	0.52	0.64
g	0.64	0.71
u	0.71	0.82
s	0.82	0.90
a	0.90	1.05
p	1.05	1.12
pa	0.00	0.22
an	0.07	0.33
ng	0.22	0.41
gu	0.33	0.52
un	0.41	0.64
ng	0.52	0.71
gu	0.64	0.82
us	0.71	0.90
sa	0.82	1.05
ap	0.90	1.12
ang	0.07	0.41
ngu	0.22	0.52
ung	0.41	0.71
ngu	0.52	0.82
