p	4.73	4.77
i	4.77	4.86
n	4.86	4.92
a	4.92	5.03
t	5.03	5.08
i	5.08	5.17
t	5.17	5.22
i	5.22	5.30
b	5.30	5.36
a	5.36	5.47
y	5.47	5.53
a	5.53	5.63
n	5.63	5.70
pi	4.73	4.86
in	4.77	4.92
na	4.86	5.03
at	4.92	5.08
ti	5.03	5.17
it	5.08	5.22
ti	5.17	5.30
ib	5.22	5.36
ba	5.30	5.47
ay	5.36	5.53
ya	5.47	5.63
an	5.53	5.70
