n	0.55	0.60
a	0.60	0.68
p	0.68	0.72
a	0.72	0.80
k	0.80	0.83
a	0.83	0.92
s	0.92	0.95
u	0.95	1.01
n	1.01	1.06
g	1.06	1.10
i	1.10	1.16
t	1.16	1.20
na	0.55	0.68
ap	0.60	0.72
pa	0.68	0.80
ak	0.72	0.83
ka	0.80	0.92
as	0.83	0.95
su	0.92	1.01
un	0.95	1.06
ng	1.01	1.10
gi	1.06	1.16
it	1.10	1.20
ung	0.95	1.10
ngi	1.01	1.16
