n	2.44	2.51
a	2.51	2.61
p	2.61	2.66
a	2.66	2.76
k	2.76	2.81
a	2.81	2.91
g	2.91	2.96
a	2.96	3.07
n	3.07	3.13
d	3.13	3.19
a	3.19	3.30
n	3.30	3.36
g	3.36	3.41
na	2.44	2.61
ap	2.51	2.66
pa	2.61	2.76
ak	2.66	2.81
ka	2.76	2.91
ag	2.81	2.96
ga	2.91	3.07
an	2.96	3.13
da	3.13	3.30
an	3.19	3.36
ng	3.30	3.41
ang	3.19	3.41
